source,id,confidence,n_load_bearing_walls,n_annotated_columns,n_derived_columns,n_columns,n_lines_x,n_lines_y,footprint_x,footprint_y,area,span_x_mean,span_x_min,span_x_max,span_x_std,span_y_mean,span_y_min,span_y_max,span_y_std,cols_per_karea,aspect_ratio,cov_x,cov_y,regularity,perimeter_cols,interior_cols,interior_ratio,span_ratio_xy
ResPlan,7005,none,0,0,143,143,13,11,264.06,260.84,68877.41,22.005,4.83,56.75,18.936,26.084,4.83,80.1,25.955,2.076,1.012,0.861,0.995,0.35,44,99,0.692,0.844
ResPlan,4697,none,0,0,56,56,7,8,258.57,140.74,36391.142,43.095,13.25,66.17,18.627,20.106,7.21,29.12,7.391,1.539,1.837,0.432,0.368,0.556,26,30,0.536,2.143
ResPlan,3111,none,0,0,165,165,15,11,258.86,264.54,68478.824,18.49,4.92,53.74,16.913,26.454,5.29,90.83,32.734,2.41,0.979,0.915,1.237,0.317,48,117,0.709,0.699
ResPlan,9118,none,0,0,42,42,7,6,259.42,148.38,38492.74,43.237,29.75,72.89,17.182,29.676,17.37,44.1,11.203,1.091,1.748,0.397,0.378,0.563,22,20,0.476,1.457
ResPlan,2685,none,0,0,168,168,14,12,184.02,264.16,48610.723,14.155,4.74,57.87,15.709,24.015,4.74,92.48,28.023,3.456,0.697,1.11,1.167,0.305,48,120,0.714,0.589
ResPlan,9948,none,0,0,81,81,9,9,258.74,200.71,51931.705,32.342,13.18,50.81,10.398,25.089,9.08,41.39,9.28,1.56,1.289,0.322,0.37,0.591,32,49,0.605,1.289
ResPlan,5685,none,0,0,42,42,7,6,259.19,136.55,35392.394,43.198,17.33,70.15,16.665,27.31,10.98,50.09,13.122,1.187,1.898,0.386,0.48,0.536,22,20,0.476,1.582
ResPlan,13060,none,0,0,110,110,10,11,263.38,188.64,49684.003,29.264,4.74,90.47,32.125,18.864,4.74,58.13,17.272,2.214,1.396,1.098,0.916,0.332,38,72,0.655,1.551
ResPlan,16227,none,0,0,126,126,14,9,262.4,168.78,44287.872,20.185,3.97,83.97,24.43,21.097,3.97,69.75,21.228,2.845,1.555,1.21,1.006,0.311,42,84,0.667,0.957
ResPlan,1550,none,0,0,168,168,12,14,262.92,204.42,53746.106,23.902,4.22,73.45,24.907,15.725,4.22,41.92,13.523,3.126,1.286,1.042,0.86,0.345,48,120,0.714,1.52
ResPlan,5252,none,0,0,36,36,6,6,258.33,163.73,42296.371,51.666,33.95,77.78,17.728,32.746,23.15,51.43,10.215,0.851,1.578,0.343,0.312,0.604,20,16,0.444,1.578
ResPlan,14565,none,0,0,40,40,8,5,258.56,169.03,43704.397,36.937,21.32,66.73,16.469,42.258,20.84,78.7,21.85,0.915,1.53,0.446,0.517,0.509,22,18,0.45,0.874
ResPlan,1109,none,0,0,306,306,17,18,250.72,232.26,58232.227,15.67,4.63,43.58,13.199,13.662,4.63,47.36,12.599,5.255,1.079,0.842,0.922,0.362,66,240,0.784,1.147
ResPlan,1257,none,0,0,130,130,13,10,262.84,147.16,38679.534,21.903,4.17,64.91,20.322,16.351,4.17,53.02,16.55,3.361,1.786,0.928,1.012,0.34,42,88,0.677,1.34
ResPlan,10209,none,0,0,96,96,12,8,262.68,192.2,50487.096,23.88,4.14,84.4,28.097,27.457,4.14,93.58,32.853,1.901,1.367,1.177,1.197,0.296,36,60,0.625,0.87
ResPlan,217,none,0,0,216,216,18,12,263.66,233.38,61532.971,15.509,4.59,60.16,15.866,21.216,4.59,82.78,28.845,3.51,1.13,1.023,1.36,0.296,56,160,0.741,0.731
ResPlan,591,none,0,0,90,90,10,9,258.73,127.76,33055.345,28.748,13.83,45.28,10.912,15.97,7.95,35.72,9.734,2.723,2.025,0.38,0.609,0.503,34,56,0.622,1.8
ResPlan,5145,none,0,0,110,110,10,11,254.47,177.99,45293.115,28.274,12.02,51.46,13.644,17.799,10.58,25.54,5.734,2.429,1.43,0.483,0.322,0.554,38,72,0.655,1.589
ResPlan,501058,none,0,0,70,70,7,10,148.54,258.32,38370.853,24.757,8.86,47.37,13.239,28.702,6.93,53.77,15.198,1.824,0.575,0.535,0.53,0.484,30,40,0.571,0.863
ResPlan,16217,none,0,0,42,42,7,6,258.76,118.41,30639.772,43.127,9.78,73.9,23.787,23.682,12.35,44.1,12.188,1.371,2.185,0.552,0.515,0.484,22,20,0.476,1.821
ResPlan,2857,none,0,0,160,160,16,10,257.5,263.54,67861.55,17.167,4.52,50.14,17.194,29.282,4.52,81.82,27.76,2.358,0.977,1.002,0.948,0.339,48,112,0.7,0.586
ResPlan,15677,none,0,0,169,169,13,13,255.96,187.43,47974.583,21.33,8.19,41.5,10.459,15.619,7.01,43.7,9.286,3.523,1.366,0.49,0.595,0.48,48,121,0.716,1.366
ResPlan,1625,none,0,0,143,143,13,11,263.24,263.64,69400.594,21.937,4.32,85.46,27.53,26.364,4.57,76.47,24.288,2.061,0.998,1.255,0.921,0.315,44,99,0.692,0.832
ResPlan,6589,none,0,0,100,100,10,10,263.78,156.26,41218.263,29.309,5.0,87.82,33.141,17.362,4.69,78.13,22.98,2.426,1.688,1.131,1.324,0.289,36,64,0.64,1.688
ResPlan,16384,none,0,0,40,40,8,5,258.42,121.48,31392.862,36.917,26.57,73.8,15.882,30.37,16.35,42.9,12.293,1.274,2.127,0.43,0.405,0.545,22,18,0.45,1.216
ResPlan,11105,none,0,0,140,140,14,10,262.46,109.34,28697.376,20.189,4.0,63.25,23.361,12.149,4.01,38.64,11.849,4.878,2.4,1.157,0.975,0.319,44,96,0.686,1.662
ResPlan,15118,none,0,0,234,234,18,13,235.66,226.98,53490.107,13.862,5.11,69.02,16.349,18.915,5.11,53.67,17.097,4.375,1.038,1.179,0.904,0.324,58,176,0.752,0.733
ResPlan,6519,none,0,0,42,42,7,6,258.81,137.39,35557.906,43.135,9.52,81.89,22.266,27.478,19.77,39.23,6.438,1.181,1.884,0.516,0.234,0.571,22,20,0.476,1.57
ResPlan,5293,none,0,0,130,130,10,13,263.04,160.58,42238.963,29.227,4.69,85.77,32.434,13.382,4.69,47.97,13.653,3.078,1.638,1.11,1.02,0.319,42,88,0.677,2.184
ResPlan,722,none,0,0,238,238,17,14,262.9,227.74,59872.846,16.431,4.13,43.07,14.929,17.518,4.13,71.66,18.81,3.975,1.154,0.909,1.074,0.335,58,180,0.756,0.938
ResPlan,13667,none,0,0,210,210,15,14,262.8,234.94,61742.232,18.771,4.07,66.54,21.086,18.072,4.07,62.81,20.131,3.401,1.119,1.123,1.114,0.309,54,156,0.743,1.039
ResPlan,13108,none,0,0,195,195,13,15,262.9,224.58,59042.082,21.908,4.21,73.59,20.106,16.041,4.21,44.74,14.799,3.303,1.171,0.918,0.923,0.352,52,143,0.733,1.366
ResPlan,12183,none,0,0,128,128,16,8,264.36,221.94,58672.058,17.624,5.1,69.14,17.58,31.706,5.1,88.0,34.535,2.182,1.191,0.998,1.089,0.324,44,84,0.656,0.556
ResPlan,5222,none,0,0,56,56,8,7,257.65,194.67,50156.725,36.807,10.95,55.06,13.795,32.445,18.05,61.17,14.395,1.117,1.324,0.375,0.444,0.55,26,30,0.536,1.134
ResPlan,742039,none,0,0,70,70,10,7,258.4,148.97,38493.848,28.711,8.64,66.76,16.042,24.828,8.86,43.67,14.307,1.818,1.735,0.559,0.576,0.468,30,40,0.571,1.156
ResPlan,1375,none,0,0,289,289,17,17,178.06,263.16,46858.27,11.129,4.29,46.83,11.578,16.447,4.29,52.91,17.036,6.168,0.677,1.04,1.036,0.325,64,225,0.779,0.677
ResPlan,8198,none,0,0,180,180,12,15,264.14,251.14,66336.12,24.013,4.97,84.1,26.499,17.939,4.97,58.1,16.725,2.713,1.052,1.104,0.932,0.329,50,130,0.722,1.339
ResPlan,15892,none,0,0,96,96,12,8,263.1,212.98,56035.038,23.918,4.25,87.86,27.004,30.426,4.25,74.82,25.815,1.713,1.235,1.129,0.848,0.336,36,60,0.625,0.786
ResPlan,6937,none,0,0,144,144,12,12,258.94,264.4,68463.736,23.54,5.03,105.33,28.544,24.036,5.04,86.03,27.599,2.103,0.979,1.213,1.148,0.298,44,100,0.694,0.979
ResPlan,13126,none,0,0,88,88,8,11,169.67,208.04,35298.147,24.239,4.71,91.9,29.659,20.804,4.71,86.85,26.997,2.493,0.816,1.224,1.298,0.284,34,54,0.614,1.165
ResPlan,13326,none,0,0,100,100,10,10,228.58,264.84,60537.127,25.398,5.3,94.18,28.107,29.427,5.3,103.91,32.723,1.652,0.863,1.107,1.112,0.311,36,64,0.64,0.863
ResPlan,580547,none,0,0,70,70,10,7,262.7,161.02,42299.954,29.189,4.23,81.92,30.816,26.837,4.24,84.46,29.186,1.655,1.631,1.056,1.088,0.318,30,40,0.571,1.088
ResPlan,7083,none,0,0,117,117,9,13,265.46,262.62,69715.105,33.183,5.67,84.23,32.451,21.885,5.67,85.17,24.486,1.678,1.011,0.978,1.119,0.323,40,77,0.658,1.516
ResPlan,990,none,0,0,380,380,20,19,248.12,263.22,65310.146,13.059,4.25,46.07,12.404,14.623,4.25,46.06,13.914,5.818,0.943,0.95,0.952,0.345,74,306,0.805,0.893
ResPlan,13153,none,0,0,63,63,7,9,257.64,194.66,50152.202,42.94,14.3,82.11,27.312,24.332,12.55,38.31,8.199,1.256,1.324,0.636,0.337,0.507,28,35,0.556,1.765
ResPlan,13851,none,0,0,64,64,8,8,258.45,181.47,46900.922,36.921,12.57,74.86,18.564,25.924,8.8,47.83,12.023,1.365,1.424,0.503,0.464,0.508,28,36,0.562,1.424
ResPlan,4000,none,0,0,48,48,8,6,258.87,162.62,42097.439,36.981,19.65,63.16,13.335,32.524,8.22,65.86,19.046,1.14,1.592,0.361,0.586,0.514,24,24,0.5,1.137
ResPlan,15743,none,0,0,99,99,11,9,235.63,116.52,27455.608,23.563,4.05,77.77,24.771,14.565,4.04,37.01,11.98,3.606,2.022,1.051,0.822,0.348,36,63,0.636,1.618
ResPlan,3397,none,0,0,49,49,7,7,258.5,142.21,36761.285,43.083,29.68,66.11,14.718,23.702,11.43,29.68,6.019,1.333,1.818,0.342,0.254,0.627,24,25,0.51,1.818
ResPlan,15203,none,0,0,204,204,12,17,160.22,264.14,42320.511,14.565,4.8,62.87,16.731,16.509,4.8,63.31,17.579,4.82,0.607,1.149,1.065,0.311,54,150,0.735,0.882
ResPlan,8112,none,0,0,49,49,7,7,258.54,147.52,38139.821,43.09,21.97,64.28,14.89,24.587,10.69,34.65,8.595,1.285,1.753,0.346,0.35,0.59,24,25,0.51,1.753
ResPlan,8745,none,0,0,110,110,11,10,249.1,265.2,66061.32,24.91,5.52,75.05,25.389,29.467,5.52,95.77,31.558,1.665,0.939,1.019,1.071,0.324,38,72,0.655,0.845
ResPlan,13798,none,0,0,42,42,7,6,258.35,125.58,32443.593,43.058,21.09,82.79,20.962,25.116,12.06,55.04,15.832,1.295,2.057,0.487,0.63,0.472,22,20,0.476,1.714
ResPlan,2768,none,0,0,56,56,8,7,258.61,169.33,43790.431,36.944,22.3,64.51,12.978,28.222,17.86,37.68,7.733,1.279,1.527,0.351,0.274,0.615,26,30,0.536,1.309
ResPlan,12894,none,0,0,126,126,14,9,262.84,172.4,45313.616,20.218,4.25,77.7,23.313,21.55,4.25,51.59,19.117,2.781,1.525,1.153,0.887,0.329,42,84,0.667,0.938
ResPlan,10749,none,0,0,72,72,9,8,258.46,158.62,40996.925,32.308,9.91,68.25,19.827,22.66,16.87,28.55,4.552,1.756,1.629,0.614,0.201,0.551,30,42,0.583,1.426
ResPlan,13056,none,0,0,96,96,8,12,263.46,202.96,53471.842,37.637,4.63,92.23,38.369,18.451,4.62,52.56,16.676,1.795,1.298,1.019,0.904,0.342,36,60,0.625,2.04
ResPlan,6843,none,0,0,169,169,13,13,263.38,209.12,55078.026,21.948,4.35,53.86,19.088,17.427,4.35,81.98,22.502,3.068,1.259,0.87,1.291,0.316,48,121,0.716,1.259
ResPlan,14636,none,0,0,256,256,16,16,263.54,264.38,69674.705,17.569,5.02,49.86,15.661,17.625,5.03,61.59,18.288,3.674,0.997,0.891,1.038,0.341,60,196,0.766,0.997
ResPlan,4970,none,0,0,24,24,6,4,244.32,98.99,24185.237,48.864,23.01,63.38,16.535,32.997,26.5,43.71,7.632,0.992,2.468,0.338,0.231,0.637,16,8,0.333,1.481
ResPlan,6630,none,0,0,280,280,20,14,263.06,213.86,56258.012,13.845,4.16,63.58,16.571,16.451,4.16,39.74,12.306,4.977,1.23,1.197,0.748,0.34,64,216,0.771,0.842
ResPlan,361,none,0,0,30,30,6,5,258.62,156.35,40435.237,51.724,15.6,89.94,25.887,39.088,22.49,61.91,16.523,0.742,1.654,0.5,0.423,0.52,18,12,0.4,1.323
ResPlan,14220,none,0,0,54,54,9,6,257.92,150.45,38804.064,32.24,11.41,62.14,14.795,30.09,15.86,64.82,17.628,1.392,1.714,0.459,0.586,0.489,26,28,0.519,1.071
ResPlan,2289,none,0,0,270,270,18,15,253.96,263.32,66872.747,14.939,4.25,51.9,15.626,18.809,4.25,64.66,22.569,4.038,0.964,1.046,1.2,0.308,62,208,0.77,0.794
ResPlan,7383,none,0,0,120,120,12,10,264.66,264.66,70044.916,24.06,5.37,82.08,24.141,29.407,5.37,75.17,27.927,1.713,1.0,1.003,0.95,0.339,40,80,0.667,0.818
ResPlan,2024,none,0,0,224,224,16,14,264.28,237.8,62845.784,17.619,4.55,67.0,19.847,18.292,4.96,86.85,22.365,3.564,1.111,1.126,1.223,0.299,56,168,0.75,0.963
ResPlan,15724,none,0,0,144,144,12,12,263.12,235.0,61833.2,23.92,4.27,83.26,26.91,21.364,4.27,89.01,30.187,2.329,1.12,1.125,1.413,0.283,44,100,0.694,1.12
ResPlan,12625,none,0,0,140,140,10,14,238.24,264.66,63052.598,26.471,5.11,90.53,29.175,20.358,5.2,60.64,20.557,2.22,0.9,1.102,1.01,0.321,44,96,0.686,1.3
ResPlan,415098,none,0,0,36,36,4,9,132.05,258.69,34160.015,44.017,27.92,61.37,13.685,32.336,17.28,52.89,10.705,1.054,0.51,0.311,0.331,0.609,22,14,0.389,1.361
ResPlan,11293,none,0,0,42,42,6,7,258.71,169.78,43923.784,51.742,22.95,71.04,21.182,28.297,7.43,38.35,10.991,0.956,1.524,0.409,0.388,0.556,22,20,0.476,1.829
ResPlan,2063,none,0,0,224,224,16,14,264.86,262.64,69562.83,17.657,5.31,52.26,16.043,20.203,5.31,56.24,18.2,3.22,1.008,0.909,0.901,0.356,56,168,0.75,0.874
ResPlan,8933,none,0,0,45,45,9,5,259.65,110.34,28649.781,32.456,17.96,62.37,13.116,27.585,7.83,50.28,16.315,1.571,2.353,0.404,0.591,0.501,24,21,0.467,1.177
ResPlan,3293,none,0,0,144,144,12,12,262.6,194.48,51070.448,23.873,4.02,76.17,25.691,17.68,4.02,58.52,20.279,2.82,1.35,1.076,1.147,0.31,44,100,0.694,1.35
ResPlan,2673,none,0,0,130,130,13,10,263.12,211.36,55613.043,21.927,4.34,82.48,23.75,23.484,4.34,66.45,24.292,2.338,1.245,1.083,1.034,0.321,42,88,0.677,0.934
ResPlan,10629,none,0,0,117,117,9,13,263.98,209.9,55409.402,32.998,5.04,89.0,32.862,17.492,4.18,70.52,19.008,2.112,1.258,0.996,1.087,0.324,40,77,0.658,1.886
ResPlan,12444,none,0,0,120,120,10,12,262.44,159.34,41817.19,29.16,4.0,122.51,38.946,14.485,3.99,50.26,13.983,2.87,1.647,1.336,0.965,0.303,40,80,0.667,2.013
ResPlan,804,none,0,0,80,80,10,8,258.59,198.98,51454.238,28.732,10.89,53.1,12.482,28.426,8.02,57.34,16.821,1.555,1.3,0.434,0.592,0.494,32,48,0.6,1.011
ResPlan,6845,none,0,0,143,143,11,13,255.86,182.32,46648.395,25.586,4.32,76.95,29.385,15.193,4.32,40.79,14.078,3.065,1.403,1.148,0.927,0.325,44,99,0.692,1.684
ResPlan,13611,none,0,0,110,110,11,10,263.16,156.42,41163.487,26.316,4.36,85.89,28.427,17.38,4.36,44.64,15.529,2.672,1.682,1.08,0.894,0.336,38,72,0.655,1.514
ResPlan,6940,none,0,0,28,28,7,4,257.92,101.09,26073.133,42.987,7.8,68.8,20.198,33.697,25.69,43.88,7.584,1.074,2.551,0.47,0.225,0.59,18,10,0.357,1.276
ResPlan,7384,none,0,0,40,40,8,5,258.95,97.08,25138.866,36.993,19.26,63.71,17.083,24.27,14.92,29.87,5.611,1.591,2.667,0.462,0.231,0.591,22,18,0.45,1.524
ResPlan,4373,none,0,0,80,80,10,8,264.64,249.02,65900.653,29.404,5.55,95.38,30.106,35.574,5.55,85.83,28.764,1.214,1.063,1.024,0.809,0.353,32,48,0.6,0.827
ResPlan,9161,none,0,0,238,238,17,14,263.04,199.04,52355.482,16.44,4.22,68.57,18.202,15.311,4.22,49.94,15.909,4.546,1.322,1.107,1.039,0.318,58,180,0.756,1.074
ResPlan,2307,none,0,0,240,240,16,15,263.8,218.14,57545.332,17.587,4.68,69.85,20.165,15.581,4.68,55.02,15.874,4.171,1.209,1.147,1.019,0.316,58,182,0.758,1.129
ResPlan,16883,none,0,0,117,117,13,9,265.14,264.34,70087.108,22.095,4.46,107.84,29.216,33.043,5.68,92.84,34.565,1.669,1.003,1.322,1.046,0.297,40,77,0.658,0.669
ResPlan,8243,none,0,0,255,255,15,17,227.76,264.0,60128.64,16.269,4.64,66.93,18.177,16.5,4.18,53.46,16.12,4.241,0.863,1.117,0.977,0.323,60,195,0.765,0.986
ResPlan,4060,none,0,0,132,132,11,12,256.23,221.92,56862.562,25.623,9.09,52.6,13.545,20.175,5.58,53.31,13.395,2.321,1.155,0.529,0.664,0.456,42,90,0.682,1.27
ResPlan,4666,none,0,0,32,32,8,4,258.71,111.26,28784.075,36.959,20.56,72.23,17.282,37.087,15.75,62.5,19.302,1.112,2.325,0.468,0.52,0.503,20,12,0.375,0.997
ResPlan,14352,none,0,0,40,40,8,5,258.17,81.7,21092.489,36.881,17.24,58.21,14.344,20.425,12.5,32.33,7.607,1.896,3.16,0.389,0.372,0.568,22,18,0.45,1.806
ResPlan,2758,none,0,0,266,266,19,14,254.88,262.92,67013.05,14.16,4.01,40.94,11.746,20.225,4.01,64.62,20.546,3.969,0.969,0.829,1.016,0.351,62,204,0.767,0.7
ResPlan,4314,none,0,0,100,100,10,10,263.76,241.24,63629.462,29.307,4.66,101.78,33.95,26.804,4.66,67.98,27.006,1.572,1.093,1.158,1.008,0.316,36,64,0.64,1.093
ResPlan,3153,none,0,0,99,99,9,11,258.41,159.09,41110.447,32.301,19.44,53.7,11.768,15.909,4.11,33.31,8.257,2.408,1.624,0.364,0.519,0.531,36,63,0.636,2.03
ResPlan,2692,none,0,0,63,63,9,7,258.31,188.79,48766.345,32.289,22.76,40.34,5.993,31.465,8.19,48.75,15.15,1.292,1.368,0.186,0.481,0.6,28,35,0.556,1.026
ResPlan,8659,none,0,0,238,238,14,17,262.92,195.04,51279.917,20.225,4.15,57.05,16.707,12.19,4.16,43.99,10.751,4.641,1.348,0.826,0.882,0.369,58,180,0.756,1.659
ResPlan,16321,none,0,0,120,120,12,10,262.44,173.34,45491.35,23.858,3.99,85.1,26.352,19.26,3.99,55.4,19.435,2.638,1.514,1.105,1.009,0.321,40,80,0.667,1.239
ResPlan,13577,none,0,0,60,60,10,6,264.02,179.39,47362.548,29.336,4.89,88.76,33.013,35.878,4.89,94.4,38.709,1.267,1.472,1.125,1.079,0.312,28,32,0.533,0.818
ResPlan,4009,none,0,0,182,182,13,14,264.36,240.82,63663.175,22.03,5.1,64.8,21.107,18.525,5.1,73.34,20.643,2.859,1.098,0.958,1.114,0.325,50,132,0.725,1.189
ResPlan,15779,none,0,0,182,182,13,14,255.6,263.98,67473.288,21.3,4.35,61.01,21.097,20.306,4.78,53.83,18.837,2.697,0.968,0.99,0.928,0.343,50,132,0.725,1.049
ResPlan,13788,none,0,0,280,280,20,14,263.0,212.99,56016.37,13.842,4.19,64.0,15.658,16.384,4.19,61.2,16.807,4.999,1.235,1.131,1.026,0.317,64,216,0.771,0.845
ResPlan,350956,none,0,0,48,48,6,8,115.35,258.28,29792.598,23.07,14.9,32.66,6.83,36.897,10.15,56.95,16.654,1.611,0.447,0.296,0.451,0.572,24,24,0.5,0.625
ResPlan,10759,none,0,0,128,128,8,16,147.14,262.84,38674.278,21.02,3.98,66.01,23.053,17.523,3.97,67.6,18.445,3.31,0.56,1.097,1.053,0.318,44,84,0.656,1.2
ResPlan,6122,none,0,0,272,272,16,17,263.14,254.92,67079.649,17.543,4.28,48.56,16.717,15.933,4.28,71.41,19.052,4.055,1.032,0.953,1.196,0.318,62,210,0.772,1.101
ResPlan,15981,none,0,0,418,418,19,22,263.58,259.8,68478.084,14.643,4.3,73.96,17.811,12.371,4.17,53.85,13.586,6.104,1.015,1.216,1.098,0.302,78,340,0.813,1.184
ResPlan,12085,none,0,0,132,132,12,11,264.86,258.95,68585.497,24.078,5.32,84.59,25.865,25.895,5.28,97.52,27.899,1.925,1.023,1.074,1.077,0.317,42,90,0.682,0.93
ResPlan,15042,none,0,0,165,165,15,11,262.98,209.13,54997.007,18.784,4.05,66.44,19.563,20.913,4.05,66.05,20.514,3.0,1.257,1.041,0.981,0.331,48,117,0.709,0.898
ResPlan,11898,none,0,0,180,180,12,15,262.26,179.68,47122.877,23.842,3.95,107.92,29.903,12.834,3.96,47.37,12.183,3.82,1.46,1.254,0.949,0.312,50,130,0.722,1.858
ResPlan,7519,none,0,0,48,48,8,6,258.52,121.97,31531.684,36.931,23.9,61.47,12.862,24.394,7.89,43.59,15.429,1.522,2.12,0.348,0.632,0.505,24,24,0.5,1.514
ResPlan,8204,none,0,0,80,80,8,10,222.55,168.3,37455.165,31.793,10.48,56.77,16.669,18.7,7.19,31.35,8.639,2.136,1.322,0.524,0.462,0.503,32,48,0.6,1.7
ResPlan,10543,none,0,0,90,90,10,9,263.48,148.44,39110.971,29.276,4.72,82.9,31.422,18.555,4.72,69.34,21.582,2.301,1.775,1.073,1.163,0.309,34,56,0.622,1.578
ResPlan,6040,none,0,0,120,120,12,10,263.22,213.0,56065.86,23.929,4.47,95.31,29.022,23.667,4.47,93.38,28.847,2.14,1.236,1.213,1.219,0.291,40,80,0.667,1.011
ResPlan,16999,none,0,0,35,35,7,5,258.63,99.67,25777.652,43.105,20.08,58.31,16.204,24.918,15.95,34.01,6.576,1.358,2.595,0.376,0.264,0.61,20,15,0.429,1.73
ResPlan,12111,none,0,0,182,182,13,14,263.04,181.42,47720.717,21.92,4.34,86.5,25.066,13.955,4.61,45.29,13.213,3.814,1.45,1.144,0.947,0.324,50,132,0.725,1.571
ResPlan,3180,none,0,0,546,546,26,21,262.94,253.26,66592.184,10.518,4.03,55.65,11.629,12.663,4.03,47.59,13.197,8.199,1.038,1.106,1.042,0.318,90,456,0.835,0.831
ResPlan,2902,none,0,0,224,224,14,16,175.0,263.36,46088.0,13.462,4.26,46.53,13.886,17.557,4.26,63.17,17.359,4.86,0.664,1.032,0.989,0.331,56,168,0.75,0.767
ResPlan,2710,none,0,0,266,266,19,14,262.76,220.84,58027.918,14.598,4.05,50.73,14.543,16.988,4.05,59.52,17.266,4.584,1.19,0.996,1.016,0.332,62,204,0.767,0.859
ResPlan,15983,none,0,0,130,130,10,13,263.42,181.54,47821.267,29.269,4.6,77.61,29.97,15.128,4.6,66.76,17.945,2.718,1.451,1.024,1.186,0.312,42,88,0.677,1.935
ResPlan,15829,none,0,0,56,56,8,7,259.61,182.82,47461.9,37.087,9.5,95.53,32.625,30.47,14.5,58.03,14.433,1.18,1.42,0.88,0.474,0.425,26,30,0.536,1.217
ResPlan,10405,none,0,0,480,480,24,20,263.62,248.5,65509.57,11.462,3.96,38.77,10.583,13.079,4.19,45.77,11.667,7.327,1.061,0.923,0.892,0.355,84,396,0.825,0.876
ResPlan,10061,none,0,0,143,143,11,13,264.32,205.44,54301.901,26.432,5.26,87.64,30.415,17.12,5.25,72.57,19.283,2.633,1.287,1.151,1.126,0.305,44,99,0.692,1.544
ResPlan,2705,none,0,0,70,70,10,7,259.23,184.28,47770.904,28.803,10.86,63.93,17.129,30.713,15.06,59.06,16.989,1.465,1.407,0.595,0.553,0.466,30,40,0.571,0.938
ResPlan,15934,none,0,0,100,100,10,10,264.92,187.02,49545.338,29.436,5.53,85.8,30.725,20.78,5.53,71.97,20.267,2.018,1.417,1.044,0.975,0.331,36,64,0.64,1.417
ResPlan,14507,none,0,0,42,42,6,7,258.76,209.04,54091.19,51.752,34.53,73.5,14.827,34.84,14.72,68.97,17.291,0.776,1.238,0.286,0.496,0.561,22,20,0.476,1.485
ResPlan,16443,none,0,0,40,40,8,5,258.51,153.28,39624.413,36.93,26.54,66.44,13.047,38.32,23.71,63.86,15.567,1.009,1.687,0.353,0.406,0.568,22,18,0.45,0.964
ResPlan,6449,none,0,0,91,91,13,7,262.88,112.27,29513.538,21.907,4.26,66.71,21.267,18.712,4.26,36.86,14.615,3.083,2.341,0.971,0.781,0.363,36,55,0.604,1.171
ResPlan,2254,none,0,0,81,81,9,9,249.73,124.61,31118.855,31.216,19.58,53.46,12.351,15.576,8.24,25.93,5.688,2.603,2.004,0.396,0.365,0.568,32,49,0.605,2.004
ResPlan,8615,none,0,0,80,80,10,8,258.84,208.84,54056.146,28.76,12.51,51.55,13.306,29.834,19.52,49.49,9.162,1.48,1.239,0.463,0.307,0.565,32,48,0.6,0.964
ResPlan,14465,none,0,0,90,90,10,9,258.21,159.53,41192.241,28.69,7.69,60.57,17.217,19.941,10.52,40.78,9.059,2.185,1.619,0.6,0.454,0.487,34,56,0.622,1.439
ResPlan,1066,none,0,0,99,99,9,11,171.63,170.1,29194.263,21.454,9.14,44.02,10.883,17.01,8.5,28.93,7.016,3.391,1.009,0.507,0.412,0.521,36,63,0.636,1.261
ResPlan,262246,none,0,0,182,182,13,14,224.56,264.96,59499.418,18.713,4.8,56.78,18.241,20.382,5.29,72.61,20.55,3.059,0.848,0.975,1.008,0.335,50,132,0.725,0.918
ResPlan,13724,none,0,0,72,72,12,6,263.46,157.84,41584.526,23.951,4.8,87.92,29.289,31.568,4.8,106.23,39.385,1.731,1.669,1.223,1.248,0.288,32,40,0.556,0.759
ResPlan,9052,none,0,0,182,182,13,14,229.98,210.68,48452.186,19.165,4.51,59.0,19.369,16.206,4.51,55.44,17.735,3.756,1.092,1.011,1.094,0.322,50,132,0.725,1.183
ResPlan,4803,none,0,0,132,132,11,12,263.48,236.46,62302.481,26.348,4.56,85.26,27.773,21.496,4.56,67.71,21.302,2.119,1.114,1.054,0.991,0.328,42,90,0.682,1.226
ResPlan,10203,none,0,0,49,49,7,7,227.75,167.11,38059.303,37.958,12.88,65.94,20.356,27.852,13.34,51.43,14.056,1.287,1.363,0.536,0.505,0.49,24,25,0.51,1.363
ResPlan,4239,none,0,0,91,91,13,7,262.66,165.56,43485.99,21.888,4.21,68.19,20.757,27.593,4.21,75.52,27.314,2.093,1.586,0.948,0.99,0.34,36,55,0.604,0.793
ResPlan,1826,none,0,0,234,234,13,18,262.74,230.4,60535.296,21.895,4.04,86.57,29.01,13.553,4.04,39.75,11.708,3.866,1.14,1.325,0.864,0.314,58,176,0.752,1.616
ResPlan,9665,none,0,0,154,154,14,11,262.86,149.5,39297.57,20.22,4.25,70.5,21.287,14.95,4.25,41.33,14.207,3.919,1.758,1.053,0.95,0.333,46,108,0.701,1.353
ResPlan,8001,none,0,0,24,24,6,4,258.94,134.99,34954.311,51.788,31.36,79.8,15.968,44.997,29.67,69.65,17.604,0.687,1.918,0.308,0.391,0.588,16,8,0.333,1.151
ResPlan,183667,none,0,0,156,156,13,12,190.32,263.46,50141.707,15.86,4.63,52.29,16.661,23.951,4.63,72.82,23.807,3.111,0.722,1.05,0.994,0.328,46,110,0.705,0.662
